Order ID,Order Date,Order Hour,City,Customer ID,Customer Age,Payment Method,Cuisine,Restaurant Name,Restaurant Rating,Quantity,Unit Price,Discount (PKR),Subtotal,Revenue,Promised Time (min),Delivery Time (min),Prep Time (min),Delivery Fee,Total Paid,Delivery Partner,Delivery Status
158,30-01-2024,13,Quetta,79247,55,Card,Fast Food,Quetta Crust,4.9,2,1341.85,0,2683.7,2683.7,53,50.0,32,96.53,2780.23,Rider F,On-Time
159,20-04-2024,13,Peshawar,90740,57,Cash,Desi,Qissa Biryani,4.6,5,295.42,0,1477.1,1477.1,41,56.0,12,50.15,1527.25,Rider D,Late
160,21-07-2024,11,Islamabad,25412,68,Card,Burger,Pakhtoon Desi,4.8,2,534.34,50,1068.68,1018.68,58,67.0,24,163.75,1182.43,Rider F,Late
161,24-10-2024,12,Lahore,34554,16,Wallet,Pizza,Wok & Roll,4.3,5,1607.3,100,8036.5,7936.5,38,45.0,15,168.5,8105.0,Rider F,Late
162,05-03-2024,22,Karachi,86740,37,Cash,Desi,Biryani Boss,4.4,1,1558.71,0,1558.71,1558.71,47,53.0,38,141.59,1700.3,Rider F,Late
163,09-11-2024,16,Quetta,37903,50,Card,Chinese,BBQ Quetta,5.0,2,2050.6,50,4101.2,4051.2,35,21.0,24,185.14,4236.34,Rider D,On-Time
164,13-08-2024,19,Faisalabad,85693,35,Card,Pasta,Fsd Slice,4.8,3,2368.57,150,7105.71,6955.71,36,48.0,39,40.49,6996.2,Rider E,Late
165,03-09-2024,22,Multan,95752,19,Card,Fast Food,Multan Melt,4.6,3,1916.84,250,5750.52,5500.52,53,42.0,35,85.01,5585.53,Rider D,On-Time
166,18-10-2024,22,Rawalpindi,41996,59,Cash,Pizza,Rajju Biryani,3.9,4,1746.39,50,6985.56,6935.56,66,54.0,39,159.01,7094.57,Rider E,On-Time
167,22-01-2024,17,Peshawar,69095,16,Wallet,Chinese,Qissa Biryani,3.8,3,1073.49,150,3220.47,3070.47,64,78.0,15,92.94,3163.41,Rider A,Late
168,22-06-2024,18,Islamabad,73730,54,Wallet,Pasta,Isb Pie,4.6,5,548.46,0,2742.3,2742.3,38,54.0,11,103.7,2846.0,Rider D,Late
169,22-08-2024,10,Multan,75869,69,Wallet,Chinese,Sohan Biryani,4.5,5,1742.33,250,8711.65,8461.65,63,,16,180.09,8641.74,Rider B,On-Time
170,23-07-2024,13,Lahore,43267,38,Card,Thai,BBQ Fort,5.0,1,509.34,0,509.34,509.34,40,33.0,41,179.17,688.51,Rider F,On-Time
171,10-03-2024,11,Multan,51886,31,Card,BBQ,Sohan Biryani,4.4,1,1280.66,50,1280.66,1230.66,39,32.0,41,157.41,1388.07,Rider B,On-Time
172,12-11-2024,21,Islamabad,26698,45,Wallet,Pizza,Smokey Hills,3.7,2,624.56,200,1249.12,1049.12,42,42.0,12,152.58,1201.7,Rider A,On-Time
173,20-06-2024,9,Peshawar,95593,70,Card,Burger,Qissa Biryani,3.9,4,834.57,200,3338.28,3138.28,55,71.0,33,95.08,3233.36,Rider B,Late
174,10-12-2024,10,Islamabad,44280,30,Cash,Pasta,Pakhtoon Desi,3.5,2,1778.91,50,3557.82,3507.82,42,41.0,12,73.27,3581.09,Rider B,On-Time
175,18-09-2024,10,Peshawar,60834,19,Card,Fast Food,Qissa Biryani,4.7,4,1231.05,50,4924.2,4874.2,49,50.0,34,41.82,4916.02,Rider A,Late
176,09-05-2024,17,Peshawar,80773,18,Card,BBQ,Khyber Wok,4.5,3,1482.69,0,4448.07,4448.07,61,43.0,16,184.38,4632.45,Rider C,On-Time
177,23-08-2024,23,Faisalabad,94226,46,Cash,Fast Food,China Hut,3.6,3,1320.86,200,3962.58,3762.58,34,31.0,30,130.08,3892.66,Rider E,On-Time
178,14-09-2024,10,Quetta,25822,24,Card,Biryani,Quetta Crust,3.8,3,2010.49,200,6031.47,5831.47,33,24.0,21,189.18,6020.65,Rider C,On-Time
179,31-01-2024,14,Karachi,95369,44,Card,Sandwich,Biryani Boss,4.2,1,1307.05,200,1307.05,1107.05,53,75.0,24,87.4,1194.45,Rider E,Late
180,28-09-2024,9,Faisalabad,31303,24,Card,Desi,Fsd Slice,5.0,5,2095.03,0,10475.15,10475.15,61,47.0,10,57.08,10532.23,Rider D,On-Time
181,03-11-2024,21,Rawalpindi,46801,67,Cash,Fast Food,Desi Junction,4.5,4,428.02,200,1712.08,1512.08,39,43.0,14,96.0,1608.08,Rider C,Late
182,21-08-2024,14,Faisalabad,27411,21,Cash,Burger,Karahi King,4.4,1,1867.78,0,1867.78,1867.78,54,48.0,26,120.83,1988.61,Rider C,On-Time
183,29-09-2024,12,Multan,31246,20,Card,Biryani,BBQ Multan,4.4,1,950.53,0,950.53,950.53,50,26.0,43,147.1,1097.63,Rider D,On-Time
184,17-11-2024,21,Rawalpindi,13450,16,Card,Fast Food,Pindi Pizza,4.3,1,1806.76,200,1806.76,1606.76,42,65.0,34,176.81,1783.57,Rider E,Late
185,05-01-2024,10,Multan,96987,45,Card,Biryani,Sohan Biryani,4.2,1,1351.6,0,1351.6,1351.6,54,43.0,13,102.0,1453.6,Rider F,On-Time
186,14-03-2024,20,Islamabad,43434,36,Card,Burger,Capital Biryani,4.7,3,324.27,0,972.81,972.81,55,52.0,23,64.47,1037.28,Rider B,On-Time
187,22-12-2024,10,Lahore,60576,60,Card,Burger,Desi Darbar,4.8,1,2483.04,0,2483.04,2483.04,59,69.0,41,198.76,2681.8,Rider D,Late
188,10-08-2024,18,Lahore,72503,46,Card,Fast Food,Lhr Crust,4.2,1,1800.86,250,1800.86,1550.86,58,43.0,10,42.43,1593.29,Rider D,On-Time
189,09-05-2024,13,Multan,90908,34,Card,Desi,BBQ Multan,4.3,3,642.52,0,1927.56,1927.56,39,35.0,36,87.33,2014.89,Rider A,On-Time
190,09-09-2024,11,Lahore,12215,37,Wallet,Pizza,Haveli Grill,4.5,4,1776.77,0,7107.08,7107.08,66,89.0,28,90.2,7197.28,Rider F,Late
191,24-03-2024,16,Multan,26788,19,Cash,BBQ,Desi Maza,4.4,2,1216.9,0,2433.8,2433.8,69,51.0,37,74.9,2508.7,Rider D,On-Time
192,15-05-2024,11,Lahore,70244,45,Card,Biryani,Haveli Grill,4.6,4,379.66,0,1518.64,1518.64,31,24.0,37,131.46,1650.1,Rider D,On-Time
193,15-08-2024,12,Karachi,60845,52,Cash,Sandwich,Szechuan Street,4.2,3,1864.22,250,5592.66,5342.66,61,74.0,36,75.91,5418.57,Rider E,Late
194,19-09-2024,18,,59687,35,Cash,Pizza,Wok & Roll,5.0,4,351.15,50,1404.6,1354.6,58,66.0,31,54.86,1409.46,Rider E,Late
195,04-03-2024,19,Faisalabad,76593,27,Cash,Fast Food,Desi Square,4.1,1,2020.15,100,2020.15,1920.15,46,43.0,41,178.53,2098.68,Rider F,On-Time
196,22-01-2024,20,Karachi,17333,69,Cash,Desi,Biryani Boss,4.4,4,2460.51,0,9842.04,9842.04,37,45.0,10,113.25,9955.29,Rider F,Late
197,01-06-2024,18,Multan,49239,42,Wallet,Thai,Desi Maza,3.6,1,1758.84,250,1758.84,1508.84,54,49.0,32,125.74,1634.58,Rider F,On-Time
198,10-01-2024,16,Multan,30807,49,Card,Pizza,Wok City,4.9,4,2063.68,0,8254.72,8254.72,56,57.0,35,154.64,8409.36,Rider A,Late
199,23-06-2024,11,Lahore,17014,62,Wallet,Chinese,Wok & Roll,3.5,2,488.53,0,977.06,977.06,34,54.0,29,149.4,1126.46,Rider A,Late
200,13-03-2024,21,Rawalpindi,34106,25,Wallet,Chinese,Wok House,4.4,4,410.57,150,1642.28,1492.28,42,42.0,38,42.55,1534.83,Rider F,On-Time
201,03-03-2024,11,Islamabad,34429,19,Card,Burger,Dragon Den,3.8,3,1280.57,250,3841.71,3591.71,49,57.0,27,167.66,3759.37,Rider B,Late
202,20-08-2024,18,Peshawar,43842,47,Cash,Desi,Qissa Biryani,3.6,4,574.61,250,2298.44,2048.44,51,49.0,23,51.46,2099.9,Rider B,On-Time
203,18-01-2024,13,Multan,78182,57,Wallet,Biryani,BBQ Multan,4.2,5,2240.75,0,11203.75,11203.75,69,63.0,16,162.03,11365.78,Rider D,On-Time
204,09-03-2024,10,Peshawar,83695,29,Cash,Chinese,BBQ Shinwari,5.0,1,2471.39,0,2471.39,2471.39,69,97.0,21,124.99,2596.38,Rider F,Late
205,06-07-2024,18,Rawalpindi,35010,60,Card,Sandwich,Rajju Biryani,4.9,2,2154.43,0,4308.86,4308.86,44,37.0,13,40.68,4349.54,Rider D,On-Time
206,13-04-2024,20,Multan,15206,64,Wallet,Sandwich,BBQ Multan,3.6,5,2359.44,250,11797.2,11547.2,30,36.0,42,103.87,11651.07,Rider B,Late
207,02-01-2024,10,Rawalpindi,48005,31,Card,Fast Food,Wok House,4.4,2,800.8,0,1601.6,1601.6,41,61.0,12,110.67,1712.27,Rider A,Late
208,25-05-2024,21,,68772,38,Cash,Burger,BBQ Fsd,4.2,3,1001.03,200,3003.09,2803.09,50,38.0,12,124.1,2927.19,Rider C,On-Time
209,24-03-2024,21,Islamabad,93040,29,Card,Pasta,Capital Biryani,4.3,3,311.97,150,935.91,785.91,52,56.0,38,110.21,896.12,Rider D,Late
210,16-05-2024,22,Faisalabad,35621,67,Card,Sandwich,BBQ Fsd,3.8,3,1189.65,150,3568.95,3418.95,44,50.0,39,173.21,3592.16,Rider E,Late
211,24-06-2024,16,Faisalabad,14098,36,Cash,Biryani,China Hut,4.9,4,1013.87,0,4055.48,4055.48,41,44.0,43,99.81,4155.29,Rider F,Late
212,08-02-2024,9,Rawalpindi,12832,58,Wallet,Biryani,Wok House,3.6,5,1278.15,250,6390.75,6140.75,59,70.0,13,45.46,6186.21,Rider C,Late
213,07-10-2024,22,Islamabad,44715,29,Wallet,Thai,Isb Pie,3.6,3,2426.32,0,7278.96,7278.96,69,61.0,43,129.06,7408.02,Rider A,On-Time
214,06-12-2024,18,Karachi,22282,55,Card,Sandwich,Szechuan Street,3.5,1,1235.87,0,1235.87,1235.87,68,70.0,39,138.86,1374.73,Rider B,Late
215,30-10-2024,21,Multan,39217,35,Cash,Biryani,BBQ Multan,4.9,3,1364.01,0,4092.03,4092.03,41,41.0,28,72.07,4164.1,Rider A,On-Time
216,09-08-2024,17,Faisalabad,43925,46,Card,Desi,BBQ Fsd,4.5,5,1644.38,200,8221.9,8021.9,47,33.0,39,88.35,8110.25,Rider B,On-Time
217,21-12-2024,17,Karachi,47733,35,Card,Fast Food,Biryani Boss,4.4,3,466.03,200,1398.09,1198.09,47,53.0,34,71.76,1269.85,Rider B,Late
218,17-12-2024,9,Lahore,29655,17,Cash,Pizza,BBQ Fort,4.8,5,2360.07,250,11800.35,11550.35,46,30.0,14,193.64,11743.99,Rider A,On-Time
219,07-01-2024,12,Peshawar,97234,53,Wallet,Burger,Desi Khyber,3.8,3,803.62,50,2410.86,2360.86,56,63.0,17,120.38,2481.24,Rider B,Late
220,03-11-2024,23,Rawalpindi,97959,42,Wallet,Sandwich,Wok House,5.0,1,851.74,0,851.74,851.74,60,38.0,12,114.62,966.36,Rider C,On-Time
221,19-10-2024,22,Islamabad,98023,43,Cash,BBQ,Pakhtoon Desi,3.9,2,1353.23,250,2706.46,2456.46,52,58.0,44,181.15,2637.61,Rider F,Late
222,17-06-2024,21,Lahore,92367,59,Card,Fast Food,Wok & Roll,4.5,3,1117.86,100,3353.58,3253.58,38,28.0,27,100.43,3354.01,Rider E,On-Time
223,05-03-2024,16,Lahore,90259,47,Card,Fast Food,Desi Darbar,5.0,1,562.77,50,562.77,512.77,66,65.0,34,59.43,572.2,Rider F,On-Time
224,16-12-2024,22,Karachi,76444,48,Card,Pasta,Szechuan Street,3.9,1,1082.41,0,1082.41,1082.41,44,39.0,29,185.2,1267.61,Rider E,On-Time
225,05-03-2024,10,Rawalpindi,33532,45,Wallet,Desi,Smokey Pindi,4.7,5,1950.89,0,9754.45,9754.45,47,52.0,35,47.15,9801.6,Rider A,Late
226,04-05-2024,13,Rawalpindi,61803,62,Card,Pasta,Pindi Pizza,4.1,4,1685.8,0,6743.2,6743.2,31,21.0,35,196.79,6939.99,Rider D,On-Time
227,19-04-2024,12,Peshawar,78046,70,Card,Pizza,Qissa Biryani,3.9,4,1873.34,200,7493.36,7293.36,35,45.0,41,155.89,7449.25,Rider F,Late
228,24-06-2024,14,Faisalabad,75256,61,Cash,Thai,BBQ Fsd,3.9,1,795.17,0,795.17,795.17,42,33.0,37,95.22,890.39,Rider A,On-Time
229,09-09-2024,15,Lahore,64240,49,Card,BBQ,Wok & Roll,4.8,1,788.95,200,788.95,588.95,56,54.0,10,99.43,688.38,Rider E,On-Time
230,12-06-2024,17,Karachi,71112,17,Card,Fast Food,Khi Slice,3.6,1,1806.37,150,1806.37,1656.37,67,66.0,22,126.97,1783.34,Rider E,On-Time
231,01-10-2024,11,Rawalpindi,37731,54,Card,Pasta,Pindi Pizza,4.1,5,1178.92,250,5894.6,5644.6,56,64.0,34,198.84,5843.44,Rider F,Late
232,09-12-2024,11,,12059,21,Card,Sandwich,Pindi Pizza,3.7,5,1340.32,150,6701.6,6551.6,53,53.0,22,42.38,6593.98,Rider E,On-Time
233,28-04-2024,10,Faisalabad,21842,50,Card,Desi,Fsd Slice,3.9,5,1010.17,0,5050.85,5050.85,36,30.0,14,171.9,5222.75,Rider F,On-Time
234,20-11-2024,18,Faisalabad,69212,64,Cash,BBQ,Desi Square,3.5,2,1423.54,250,2847.08,2597.08,50,46.0,16,161.97,2759.05,Rider F,On-Time
235,13-08-2024,18,Karachi,18298,42,Card,BBQ,Desi Dastarkhwan,4.8,3,1459.1,100,4377.3,4277.3,67,62.0,33,135.62,4412.92,Rider F,On-Time
236,19-10-2024,21,Rawalpindi,41625,56,Cash,Thai,Rajju Biryani,4.4,5,289.41,0,1447.05,1447.05,58,56.0,29,76.08,1523.13,Rider F,On-Time
237,03-09-2024,13,Lahore,83498,64,Wallet,Burger,BBQ Fort,4.1,2,357.43,0,714.86,714.86,32,33.0,23,111.78,826.64,Rider E,Late
238,19-09-2024,18,Peshawar,53657,35,Cash,Desi,BBQ Shinwari,3.9,4,1049.8,0,4199.2,4199.2,41,32.0,21,169.67,4368.87,Rider E,On-Time
239,12-01-2024,13,Karachi,51258,37,Card,Thai,Biryani Boss,4.7,1,455.96,200,455.96,255.96,35,26.0,12,131.62,387.58,Rider D,On-Time
240,09-01-2024,18,Rawalpindi,90265,19,Cash,Biryani,Rajju Biryani,4.5,5,258.12,250,1290.6,1040.6,66,66.0,21,86.38,1126.98,Rider A,On-Time
154,28-04-2024,12,Rawalpindi,30660,28,Cash,Thai,Smokey Pindi,3.7,2,617.58,250,1235.16,985.16,67,77.0,43,118.89,1104.05,Rider D,Late
168,22-06-2024,18,Islamabad,73730,54,Wallet,Pasta,Isb Pie,4.6,5,548.46,0,2742.3,2742.3,38,54.0,11,103.7,2846.0,Rider D,Late
84,16-08-2024,22,Peshawar,81583,28,Wallet,BBQ,Shinwari Pizza,3.8,2,2472.6,200,4945.2,4745.2,32,34.0,21,77.65,4822.85,Rider F,Late
118,04-06-2024,13,Faisalabad,72468,63,Wallet,Pizza,China Hut,4.5,4,714.47,50,2857.88,2807.88,41,34.0,14,150.13,2958.01,Rider B,On-Time
188,10-08-2024,18,Lahore,72503,46,Card,Fast Food,Lhr Crust,4.2,1,1800.86,250,1800.86,1550.86,58,43.0,10,42.43,1593.29,Rider D,On-Time
