customer_id,tenure,monthly_charges,total_charges,contract_type,internet_service,payment_method,gender,senior_citizen,partner,dependents,churn
CUST_264,61,70.38640746146783,4293.570855149537,Month-to-month,DSL,Mailed check,Male,1,No,No,No
CUST_265,54,39.47768367644601,2131.7949185280845,Two year,DSL,Credit card,Male,0,Yes,No,No
CUST_266,1,82.73220600246714,82.73220600246714,One year,DSL,Electronic check,Female,1,Yes,Yes,Yes
CUST_267,8,34.19361056705009,273.5488845364007,Two year,DSL,Mailed check,Male,1,No,Yes,No
CUST_268,3,33.192336955264366,99.5770108657931,Month-to-month,Fiber optic,Credit card,Male,0,No,Yes,No
CUST_269,14,103.09453569994706,1443.3234997992588,Two year,DSL,Mailed check,Female,1,No,No,Yes
CUST_270,46,106.68662043245878,4907.584539893104,One year,DSL,Electronic check,Male,1,No,No,No
CUST_271,67,20.230859148007582,1355.467562916508,One year,DSL,Mailed check,Male,1,Yes,Yes,No
CUST_272,6,79.70926039710491,478.2555623826295,Two year,DSL,Credit card,Male,1,Yes,No,No
CUST_273,62,41.1072857839839,2548.651718607002,One year,No,Mailed check,Female,0,No,Yes,No
CUST_274,4,116.17117468324714,464.6846987329886,Month-to-month,No,Bank transfer,Male,1,Yes,Yes,Yes
CUST_275,61,82.45256072108158,5029.606203985976,Month-to-month,No,Bank transfer,Male,0,Yes,No,No
CUST_276,23,77.32129734672218,1778.38983897461,One year,DSL,Electronic check,Male,1,No,No,No
CUST_277,43,63.94630811341372,2749.69124887679,Month-to-month,Fiber optic,Credit card,Male,0,No,No,No
CUST_278,66,38.70496504082816,2554.5276926946585,One year,DSL,Bank transfer,Female,1,No,No,No
CUST_279,59,35.63529268516888,2102.482268424964,Month-to-month,Fiber optic,Bank transfer,Female,1,No,No,No
CUST_280,41,20.796231680127423,852.6454988852244,One year,Fiber optic,Credit card,Male,0,Yes,Yes,No
CUST_281,66,35.95746804365078,2373.1928908809514,Month-to-month,No,Bank transfer,Female,0,No,Yes,Yes
CUST_282,21,61.49431711748797,1291.3806594672474,One year,DSL,Mailed check,Male,1,Yes,No,No
CUST_283,2,66.33931621782162,132.67863243564324,Two year,DSL,Credit card,Male,1,Yes,No,Yes
CUST_284,70,82.26452473185043,5758.51673122953,One year,DSL,Credit card,Male,1,No,Yes,No
CUST_285,37,69.7412416497194,2580.4259410396176,Two year,Fiber optic,Electronic check,Male,0,Yes,Yes,No
CUST_286,21,105.22440575347967,2209.712520823073,One year,Fiber optic,Bank transfer,Female,1,No,No,Yes
CUST_287,32,92.43796123012498,2958.0147593639995,Month-to-month,No,Electronic check,Female,0,No,Yes,Yes
CUST_288,35,45.58107775383505,1595.3377213842266,Two year,No,Electronic check,Male,0,No,Yes,No
CUST_289,55,110.74867747341783,6091.17726103798,Month-to-month,No,Credit card,Female,0,Yes,No,No
CUST_290,40,31.4063976824203,1256.255907296812,Month-to-month,No,Bank transfer,Male,1,Yes,Yes,No
CUST_291,50,67.11870421528064,3355.935210764032,Month-to-month,No,Bank transfer,Male,0,Yes,No,No
CUST_292,67,74.52625447531167,4993.259049845882,One year,DSL,Mailed check,Female,1,No,No,No
CUST_293,37,100.75293540366653,3727.8586099356617,One year,No,Bank transfer,Male,1,Yes,No,No
CUST_294,64,93.79904600865774,6003.138944554095,Month-to-month,DSL,Credit card,Male,0,No,Yes,No
CUST_295,3,47.34436422800363,142.03309268401088,Two year,No,Mailed check,Male,0,No,Yes,No
CUST_296,64,66.86804634334419,4279.554965974028,One year,Fiber optic,Electronic check,Female,1,Yes,Yes,Yes
CUST_297,5,85.93258490289912,429.6629245144956,One year,No,Electronic check,Male,1,No,Yes,No
CUST_298,14,14.53136091086332,203.43905275208647,Month-to-month,DSL,Credit card,Female,0,Yes,Yes,No
CUST_299,9,107.17273146249151,964.5545831624236,One year,No,Electronic check,Male,1,Yes,Yes,No
CUST_300,48,49.12696612938109,2358.0943742102922,Two year,DSL,Credit card,Female,1,Yes,No,No
CUST_301,22,112.77177071230082,2480.9789556706182,Two year,No,Credit card,Female,1,No,Yes,No
CUST_302,52,65.4914505731976,3405.5554298062752,One year,DSL,Electronic check,Female,1,No,Yes,No
CUST_303,57,34.23902431695429,1951.6243860663947,Month-to-month,DSL,Electronic check,Male,0,No,Yes,No
CUST_304,38,10.018611329037142,380.70723050341144,One year,Fiber optic,Bank transfer,Male,1,No,Yes,No
CUST_305,24,30.703391438044036,736.8813945130569,Month-to-month,Fiber optic,Credit card,Male,0,Yes,No,No
CUST_306,59,34.68358993805434,2046.3318063452061,Two year,DSL,Bank transfer,Male,1,Yes,No,No
CUST_307,23,117.43887901336271,2701.094217307342,One year,DSL,Electronic check,Female,0,No,No,No
CUST_308,6,113.63076453016626,681.7845871809975,One year,Fiber optic,Credit card,Female,1,Yes,Yes,Yes
CUST_309,56,36.043906728750756,2018.4587768100423,Two year,Fiber optic,Mailed check,Male,0,No,No,No
CUST_310,5,65.24502292624953,326.22511463124766,Month-to-month,Fiber optic,Bank transfer,Female,1,No,No,Yes
CUST_311,36,28.960578793884935,1042.5808365798575,Two year,DSL,Mailed check,Female,1,Yes,No,Yes
CUST_312,23,72.984381106889,1678.640765458447,Two year,Fiber optic,Credit card,Male,0,No,Yes,No
CUST_313,62,119.73520189747681,7423.582517643563,One year,DSL,Mailed check,Male,0,Yes,No,No
CUST_314,14,110.19403054819539,1542.7164276747353,One year,DSL,Credit card,Female,1,No,No,No
CUST_315,50,25.05019376699263,1252.5096883496315,One year,DSL,Credit card,Male,1,Yes,Yes,No
CUST_316,4,54.143096872755564,216.57238749102225,One year,DSL,Credit card,Female,1,Yes,Yes,Yes
CUST_317,15,117.6183968950769,1764.2759534261536,Two year,DSL,Bank transfer,Male,1,No,No,No
CUST_318,43,119.96443716392776,5158.470798048894,One year,No,Credit card,Male,1,No,No,No
CUST_319,62,42.987863950947805,2665.247564958764,Month-to-month,DSL,Mailed check,Male,1,No,Yes,No
CUST_320,39,101.25344022420242,3948.8841687438944,Month-to-month,No,Credit card,Female,1,Yes,No,No
CUST_321,55,67.1437493683441,3692.906215258926,Two year,DSL,Credit card,Male,0,Yes,Yes,No
CUST_322,43,66.60581279347426,2864.049950119393,One year,Fiber optic,Mailed check,Female,1,No,No,No
CUST_323,41,14.050489847010226,576.0700837274193,One year,No,Mailed check,Male,0,No,Yes,No
CUST_324,48,104.0124465515973,4992.59743447667,One year,No,Credit card,Female,1,No,No,Yes
CUST_325,62,43.08740556924212,2671.4191452930118,One year,DSL,Credit card,Female,1,Yes,Yes,No
CUST_326,28,39.07727135376405,1094.1635979053933,One year,DSL,Credit card,Female,1,No,No,No
CUST_327,46,90.80328576351707,4176.951145121785,One year,Fiber optic,Electronic check,Female,0,No,No,No
CUST_328,49,88.3463459549734,4328.970951793696,Two year,Fiber optic,Bank transfer,Female,0,Yes,Yes,No
CUST_329,26,93.61882767802335,2434.089519628607,One year,No,Electronic check,Male,1,No,Yes,No
CUST_330,23,94.36753760637104,2170.453364946534,Two year,No,Bank transfer,Male,1,Yes,Yes,No
CUST_331,11,114.37428501388645,1258.117135152751,One year,DSL,Credit card,Male,0,No,Yes,No
CUST_332,21,106.00713607035829,2226.149857477524,One year,DSL,Electronic check,Male,0,Yes,No,No
CUST_333,11,57.1615458661066,628.7770045271726,One year,No,Credit card,Male,1,Yes,No,Yes
CUST_334,29,31.34434952268737,908.9861361579337,Two year,Fiber optic,Bank transfer,Female,0,No,Yes,No
CUST_335,1,110.34625823315695,110.34625823315695,One year,DSL,Electronic check,Male,1,Yes,No,No
CUST_336,14,73.86273249611057,1034.078254945548,One year,No,Mailed check,Female,0,No,Yes,No
CUST_337,4,27.82195555956017,111.28782223824068,One year,No,Electronic check,Female,1,Yes,No,No
CUST_338,26,78.09941693913828,2030.5848404175954,One year,Fiber optic,Mailed check,Male,0,Yes,No,No
CUST_339,3,34.77958004454471,104.33874013363413,Month-to-month,Fiber optic,Bank transfer,Male,0,Yes,No,Yes
CUST_340,3,96.11887629425624,288.35662888276875,Two year,Fiber optic,Credit card,Female,0,Yes,No,No
CUST_341,21,73.94182895889514,1552.7784081367981,Month-to-month,Fiber optic,Bank transfer,Female,1,No,Yes,No
CUST_342,16,49.55166501338152,792.8266402141044,Month-to-month,No,Electronic check,Male,0,Yes,No,No
CUST_343,45,98.47243942690508,4431.259774210729,Month-to-month,No,Mailed check,Female,0,Yes,Yes,No
CUST_344,41,52.32148631573007,2145.1809389449327,Month-to-month,Fiber optic,Bank transfer,Female,0,No,No,No
CUST_345,7,108.20760746779823,757.4532522745876,Two year,DSL,Credit card,Female,1,No,Yes,Yes
CUST_346,58,55.53574916472254,3221.073451553907,Two year,Fiber optic,Electronic check,Female,1,Yes,Yes,Yes
CUST_347,49,11.04059766862019,540.9892857623893,Month-to-month,No,Mailed check,Male,0,Yes,No,No
CUST_348,70,12.50327100770896,875.2289705396272,Two year,No,Electronic check,Male,0,No,Yes,No
CUST_349,25,23.354643392075698,583.8660848018924,Month-to-month,DSL,Credit card,Female,1,Yes,Yes,No
CUST_350,52,119.08000891144998,6192.160463395399,Month-to-month,No,Mailed check,Male,0,Yes,No,No
CUST_351,51,21.619933704091853,1102.6166189086846,Month-to-month,DSL,Electronic check,Male,1,Yes,No,Yes
CUST_352,47,83.79748940274565,3938.482001929046,Month-to-month,Fiber optic,Bank transfer,Female,0,No,Yes,No
CUST_353,52,35.69885186824405,1856.3402971486905,One year,Fiber optic,Credit card,Male,1,No,Yes,No
CUST_354,61,71.3616963547253,4353.063477638243,Two year,Fiber optic,Electronic check,Male,0,Yes,No,No
CUST_355,49,117.72135433767032,5768.346362545845,Two year,Fiber optic,Mailed check,Male,1,Yes,No,No
CUST_356,62,66.14516177332176,4101.000029945949,One year,Fiber optic,Mailed check,Female,0,Yes,No,No
CUST_357,12,29.762810096061923,357.15372115274306,One year,Fiber optic,Bank transfer,Female,0,Yes,No,No
CUST_358,32,11.125853301686556,356.0273056539698,One year,No,Bank transfer,Male,0,No,No,No
CUST_359,9,67.66692400153421,609.0023160138079,One year,No,Electronic check,Female,0,No,Yes,No
CUST_360,18,45.88045368297854,825.8481662936138,One year,DSL,Electronic check,Male,0,Yes,No,No
CUST_361,50,115.80384674624939,5790.192337312469,One year,Fiber optic,Electronic check,Male,0,No,No,No
CUST_362,52,102.83933372937061,5347.645353927272,Month-to-month,DSL,Mailed check,Female,1,Yes,Yes,No
CUST_363,47,58.24354975232168,2737.446838359119,Month-to-month,No,Electronic check,Female,0,Yes,Yes,No
CUST_364,28,74.97666859038397,2099.346720530751,One year,DSL,Credit card,Female,0,No,Yes,No
CUST_365,29,75.89783047170238,2201.037083679369,One year,No,Electronic check,Male,1,No,No,No
CUST_366,39,90.11140831923407,3514.344924450129,Month-to-month,No,Mailed check,Female,0,No,Yes,No
CUST_367,51,23.60216248965169,1203.7102869722362,Month-to-month,Fiber optic,Bank transfer,Female,0,No,No,No
CUST_368,38,15.34973949509364,583.2901008135583,Month-to-month,No,Bank transfer,Male,1,No,No,No
CUST_369,65,55.66146823703493,3617.9954354072706,One year,Fiber optic,Mailed check,Female,1,No,Yes,No
CUST_370,42,64.0969459830296,2692.071731287243,One year,Fiber optic,Credit card,Male,0,No,Yes,Yes
CUST_371,14,106.63489877315502,1492.8885828241703,One year,DSL,Bank transfer,Male,0,Yes,Yes,No
CUST_372,52,79.91021742106605,4155.3313058954345,One year,Fiber optic,Credit card,Male,1,No,Yes,No
CUST_373,12,34.86684165101916,418.4020998122299,Two year,DSL,Mailed check,Male,1,No,No,No
CUST_374,31,66.0696402383342,2048.1588473883603,Two year,No,Mailed check,Male,0,No,Yes,No
CUST_375,33,112.03794034294539,3697.252031317198,Month-to-month,DSL,Credit card,Female,1,Yes,Yes,No
CUST_376,56,39.57294883309439,2216.0851346532854,Two year,Fiber optic,Mailed check,Male,1,Yes,No,Yes
CUST_377,38,70.83666245696347,2691.793173364612,Two year,No,Mailed check,Male,1,Yes,No,Yes
CUST_378,55,60.85380109223294,3346.959060072812,Month-to-month,Fiber optic,Electronic check,Male,0,No,Yes,No
CUST_379,12,70.42209414303426,845.0651297164111,Month-to-month,DSL,Mailed check,Male,0,Yes,Yes,No
CUST_380,33,43.17074718028973,1424.634656949561,Month-to-month,No,Mailed check,Female,0,No,No,No
CUST_381,71,57.88580942777191,4109.892469371805,Two year,No,Credit card,Female,1,No,No,Yes
CUST_382,54,54.5971468961162,2948.245932390275,One year,No,Electronic check,Female,0,Yes,Yes,No
CUST_383,22,90.72252819694029,1995.8956203326863,One year,DSL,Credit card,Male,0,No,No,No
CUST_384,27,76.56852376699318,2067.350141708816,Two year,Fiber optic,Bank transfer,Female,0,No,No,No
CUST_385,52,23.907815954066468,1243.2064296114563,Month-to-month,DSL,Electronic check,Female,0,Yes,Yes,No
CUST_386,6,84.9546230435649,509.7277382613894,One year,DSL,Credit card,Male,1,Yes,Yes,No
CUST_387,53,108.46914720341114,5748.86480178079,One year,Fiber optic,Bank transfer,Female,1,Yes,No,No
CUST_388,21,56.06876027330103,1177.4439657393216,Two year,Fiber optic,Bank transfer,Female,0,Yes,No,Yes
CUST_389,10,82.95195940496754,829.5195940496753,One year,DSL,Bank transfer,Male,1,Yes,No,No
CUST_390,18,46.866928614038116,843.6047150526861,Two year,Fiber optic,Credit card,Male,0,No,No,No
CUST_391,59,77.32472790894379,4562.158946627684,One year,Fiber optic,Electronic check,Male,1,Yes,No,No
CUST_392,65,66.10974584543466,4297.133479953253,Two year,DSL,Bank transfer,Female,1,No,Yes,No
CUST_393,65,22.26064319524144,1446.9418076906936,One year,Fiber optic,Electronic check,Male,1,No,No,No
CUST_394,23,108.63394311957941,2498.5806917503264,One year,No,Electronic check,Male,1,No,Yes,No
CUST_395,29,87.1780909576102,2528.1646377706957,One year,DSL,Mailed check,Female,0,No,Yes,No
CUST_396,63,81.50664172225368,5134.918428501982,One year,No,Electronic check,Female,0,Yes,Yes,No
CUST_397,43,10.277368219352768,441.926833432169,One year,DSL,Credit card,Female,1,No,No,No
CUST_398,33,78.77026872713351,2599.418867995406,Month-to-month,DSL,Mailed check,Female,0,Yes,Yes,No
CUST_399,68,35.3517744618692,2403.9206634071056,Two year,DSL,Mailed check,Male,1,Yes,Yes,No
CUST_400,69,43.837654237241104,3024.798142369636,Two year,No,Electronic check,Female,0,No,Yes,No
CUST_401,35,87.98693518033295,3079.5427313116534,One year,No,Bank transfer,Female,0,No,Yes,No
CUST_402,22,19.1323991630526,420.9127815871572,Two year,Fiber optic,Mailed check,Female,0,No,No,Yes
CUST_403,12,87.37680653143542,1048.521678377225,One year,DSL,Mailed check,Female,0,No,No,No
CUST_404,64,35.69342284566357,2284.3790621224684,Month-to-month,DSL,Credit card,Male,1,No,Yes,No
CUST_405,24,18.460003661374998,443.04008787299995,Two year,No,Mailed check,Female,1,Yes,No,No
CUST_406,57,33.2683124230429,1896.2938081134453,One year,DSL,Bank transfer,Female,1,No,No,No
CUST_407,61,79.68220704674042,4860.614629851166,Two year,Fiber optic,Bank transfer,Female,0,Yes,Yes,Yes
CUST_408,25,22.562930963179852,564.0732740794963,One year,Fiber optic,Electronic check,Female,1,No,Yes,Yes
CUST_409,36,21.33333122478308,767.9999240921909,One year,No,Credit card,Male,1,Yes,No,No
CUST_410,32,58.69995834063087,1878.398666900188,Month-to-month,DSL,Credit card,Female,1,Yes,Yes,Yes
CUST_411,55,28.65679679953906,1576.1238239746483,One year,Fiber optic,Credit card,Male,1,No,Yes,No
CUST_412,70,114.77281577660858,8034.0971043626005,One year,DSL,Credit card,Male,1,No,Yes,No
CUST_413,56,82.34237954791621,4611.173254683308,One year,Fiber optic,Credit card,Male,0,Yes,No,No
CUST_414,3,111.74856605584286,335.2456981675286,Two year,Fiber optic,Electronic check,Male,0,Yes,Yes,No
CUST_415,62,59.43657834336163,3685.0678572884212,Month-to-month,No,Bank transfer,Female,1,No,No,No
CUST_416,61,88.0687975897552,5372.196652975068,Month-to-month,No,Mailed check,Female,0,Yes,Yes,No
CUST_417,71,106.65874581463432,7572.770952839036,Month-to-month,Fiber optic,Mailed check,Male,1,Yes,No,No
CUST_418,52,30.5701703604156,1589.648858741611,Month-to-month,DSL,Mailed check,Female,1,Yes,No,No
CUST_419,7,87.32133526401326,611.2493468480928,One year,Fiber optic,Credit card,Male,1,No,No,Yes
CUST_420,43,43.56072677186208,1873.1112511900694,Two year,Fiber optic,Mailed check,Male,1,Yes,No,No
CUST_421,32,51.977169969088536,1663.2694390108331,Month-to-month,Fiber optic,Electronic check,Female,1,Yes,Yes,No
CUST_422,47,115.35178432902127,5421.533863463999,Month-to-month,No,Credit card,Female,0,Yes,No,No
CUST_423,25,86.21375479602072,2155.3438699005183,Month-to-month,DSL,Credit card,Male,1,No,No,Yes
CUST_424,43,114.35633181575793,4917.322268077591,Two year,Fiber optic,Electronic check,Female,1,Yes,Yes,No
CUST_425,32,11.6265824002166,372.0506368069312,One year,DSL,Electronic check,Female,0,No,No,No
CUST_426,21,109.35846438679552,2296.527752122706,One year,DSL,Credit card,Female,0,Yes,No,No
CUST_427,18,29.51041926472027,531.1875467649648,One year,Fiber optic,Electronic check,Male,1,Yes,No,Yes
CUST_428,30,102.78148000042357,3083.4444000127073,One year,DSL,Electronic check,Male,0,No,No,Yes
CUST_429,17,101.03378846519584,1717.5744039083293,One year,Fiber optic,Electronic check,Male,0,Yes,Yes,No
CUST_430,64,52.028565935024574,3329.8282198415727,Two year,DSL,Electronic check,Female,0,No,Yes,No
CUST_431,36,83.36485158341166,3001.13465700282,Month-to-month,No,Mailed check,Female,0,No,Yes,No
CUST_432,65,47.18513591858563,3067.033834708066,One year,Fiber optic,Bank transfer,Female,0,No,Yes,No
CUST_433,4,108.86250074647589,435.45000298590355,Month-to-month,DSL,Credit card,Female,1,No,Yes,No
CUST_434,28,66.96742183841232,1875.087811475545,Month-to-month,No,Credit card,Female,0,No,Yes,Yes
CUST_435,70,102.70067099635207,7189.046969744645,Two year,Fiber optic,Credit card,Male,1,No,Yes,No
CUST_436,46,105.85862747245467,4869.496863732915,Two year,No,Credit card,Male,0,No,No,No
CUST_437,9,69.37981223197825,624.4183100878042,Month-to-month,No,Bank transfer,Female,1,Yes,No,No
CUST_438,63,40.67000441411342,2562.2102780891455,One year,No,Electronic check,Female,1,No,No,Yes
CUST_439,15,45.28016901131901,679.2025351697852,Month-to-month,DSL,Bank transfer,Female,1,Yes,Yes,Yes
CUST_440,14,20.52030859962234,287.2843203947127,Month-to-month,No,Credit card,Male,0,Yes,No,No
CUST_441,5,114.73988893927284,573.6994446963643,Month-to-month,Fiber optic,Electronic check,Female,1,No,Yes,Yes
CUST_442,22,56.000081638261776,1232.001796041759,One year,DSL,Mailed check,Female,0,Yes,Yes,Yes
CUST_443,69,94.5154818840409,6521.568249998822,One year,No,Mailed check,Male,0,Yes,No,Yes
CUST_444,29,20.880444626203165,605.5328941598917,Month-to-month,DSL,Electronic check,Male,0,Yes,Yes,No
CUST_445,51,87.58919199379346,4467.048791683466,Two year,DSL,Credit card,Male,1,Yes,Yes,Yes
CUST_446,61,46.8218367158544,2856.1320396671185,One year,No,Mailed check,Female,0,No,Yes,No
CUST_447,39,61.97905214484369,2417.183033648904,Two year,DSL,Credit card,Male,1,Yes,Yes,No
CUST_448,64,46.88123745151351,3000.399196896865,Two year,Fiber optic,Mailed check,Female,1,Yes,No,No
CUST_449,7,45.215788979380086,316.5105228556606,Two year,Fiber optic,Mailed check,Male,0,Yes,No,No
CUST_450,27,22.930553244846244,619.1249376108486,Month-to-month,No,Mailed check,Female,1,No,No,No
CUST_451,60,110.77697737193532,6646.618642316119,Month-to-month,Fiber optic,Electronic check,Female,0,No,Yes,No
CUST_452,29,48.86289139465616,1417.0238504450285,Two year,No,Electronic check,Female,1,No,Yes,No
CUST_453,3,72.44993214004617,217.34979642013852,Two year,DSL,Bank transfer,Male,1,Yes,No,No
CUST_454,13,63.25550302405711,822.3215393127425,One year,Fiber optic,Electronic check,Female,0,Yes,No,No
CUST_455,49,46.09164227434277,2258.4904714427958,Month-to-month,DSL,Electronic check,Male,0,Yes,No,No
CUST_456,22,97.83343961273386,2152.335671480145,One year,Fiber optic,Mailed check,Male,1,Yes,No,No
CUST_457,24,91.78140178120442,2202.7536427489063,Month-to-month,DSL,Electronic check,Male,0,Yes,No,Yes
CUST_458,22,21.139378450215133,465.06632590473293,Two year,No,Electronic check,Male,1,Yes,No,No
CUST_459,7,90.11403405302582,630.7982383711808,One year,Fiber optic,Mailed check,Male,0,No,Yes,No
CUST_460,62,70.06471796059267,4344.012513556746,Two year,DSL,Electronic check,Female,1,Yes,Yes,No
CUST_461,4,70.19121332133517,280.7648532853407,One year,Fiber optic,Mailed check,Male,1,Yes,Yes,No
CUST_462,32,86.19821362634246,2758.342836042959,One year,DSL,Electronic check,Male,1,Yes,Yes,No
CUST_463,62,81.51265072882615,5053.784345187221,Two year,No,Mailed check,Male,0,Yes,Yes,No
CUST_464,2,47.55513497431454,95.11026994862908,Two year,DSL,Bank transfer,Female,0,No,No,No
CUST_465,54,16.435046747954143,887.4925243895237,One year,DSL,Credit card,Female,0,No,Yes,No
CUST_466,68,59.61635771896686,4053.9123248897463,Month-to-month,DSL,Bank transfer,Male,1,Yes,Yes,No
CUST_467,33,71.03055505414727,2344.0083167868597,One year,Fiber optic,Electronic check,Female,0,No,No,No
CUST_468,42,73.89696359648408,3103.6724710523317,Month-to-month,No,Bank transfer,Female,0,No,Yes,No
CUST_469,39,21.443542364836283,836.298152228615,One year,DSL,Credit card,Male,1,Yes,No,No
CUST_470,63,106.76202141758333,6726.00734930775,Two year,No,Bank transfer,Female,0,No,Yes,No
CUST_471,1,81.28290470218225,81.28290470218225,Two year,No,Mailed check,Male,0,No,Yes,No
CUST_472,28,75.34089808477364,2109.5451463736617,Two year,No,Electronic check,Female,0,No,Yes,No
CUST_473,11,114.22768147287566,1256.5044962016323,One year,DSL,Mailed check,Female,0,Yes,Yes,No
CUST_474,51,41.16492517975896,2099.411184167707,Two year,DSL,Electronic check,Male,0,Yes,Yes,No
CUST_475,23,13.243491715748046,304.6003094622051,Month-to-month,DSL,Electronic check,Male,0,No,Yes,No
CUST_476,50,95.03930231835827,4751.965115917913,Two year,Fiber optic,Bank transfer,Male,0,No,Yes,No
CUST_477,19,51.24179940575133,973.5941887092753,Two year,No,Mailed check,Male,0,Yes,Yes,No
CUST_478,32,33.01557413627261,1056.4983723607236,Month-to-month,No,Electronic check,Female,0,No,No,No
CUST_479,2,47.38204658457543,94.76409316915085,Two year,No,Credit card,Female,0,Yes,Yes,Yes
CUST_480,38,86.59799006926552,3290.7236226320897,Month-to-month,Fiber optic,Bank transfer,Female,0,Yes,No,No
CUST_481,5,91.96212924363203,459.8106462181602,One year,No,Electronic check,Male,0,Yes,Yes,No
CUST_482,64,80.31579768940604,5140.2110521219865,One year,DSL,Bank transfer,Male,0,No,Yes,No
CUST_483,51,13.85865670419582,706.7914919139868,Month-to-month,DSL,Bank transfer,Female,0,No,Yes,Yes
CUST_484,38,83.14516890740113,3159.516418481243,One year,Fiber optic,Credit card,Female,1,No,Yes,No
CUST_485,26,58.06465670756508,1509.681074396692,Two year,Fiber optic,Mailed check,Female,1,Yes,Yes,No
CUST_486,42,64.85963571770517,2724.1047001436173,Month-to-month,DSL,Credit card,Male,1,No,Yes,No
CUST_487,38,75.01282875503586,2850.4874926913626,Month-to-month,Fiber optic,Mailed check,Female,1,Yes,Yes,No
CUST_488,3,77.41752620429622,232.25257861288867,One year,No,Credit card,Female,1,Yes,No,No
CUST_489,23,119.59144310518485,2750.6031914192517,One year,Fiber optic,Electronic check,Male,1,No,No,No
CUST_490,43,57.904542163340565,2489.895313023644,Two year,Fiber optic,Mailed check,Male,1,Yes,No,No
CUST_491,27,84.38002240609312,2278.260604964514,Month-to-month,Fiber optic,Credit card,Male,0,No,Yes,No
CUST_492,64,85.62096933105356,5479.742037187428,One year,Fiber optic,Credit card,Female,0,Yes,Yes,No
CUST_493,42,99.72620490509183,4188.500606013857,One year,DSL,Bank transfer,Male,0,Yes,Yes,No
CUST_494,56,25.93012555274221,1452.087030953564,Month-to-month,DSL,Credit card,Female,0,No,No,No
CUST_495,15,55.41719309698577,831.2578964547865,Month-to-month,Fiber optic,Electronic check,Male,1,No,Yes,No
CUST_496,3,91.2653280592267,273.7959841776801,Month-to-month,DSL,Bank transfer,Male,1,Yes,Yes,No
CUST_497,2,54.249831458981,108.499662917962,Month-to-month,No,Credit card,Female,0,Yes,No,No
CUST_498,55,64.51119633298043,3548.1157983139237,Month-to-month,No,Credit card,Male,0,No,Yes,No
CUST_499,8,85.24586916877531,681.9669533502025,One year,DSL,Mailed check,Female,0,No,Yes,Yes
CUST_500,14,48.574175204652015,680.0384528651282,Month-to-month,No,Bank transfer,Male,0,No,No,No
CUST_501,31,87.10392894316902,2700.2217972382396,Month-to-month,No,Bank transfer,Female,1,No,No,No
CUST_502,39,70.04657075429697,2731.8162594175815,Month-to-month,DSL,Mailed check,Male,1,Yes,No,No
CUST_503,37,108.8413417482185,4027.1296446840843,One year,Fiber optic,Mailed check,Female,0,Yes,No,No
CUST_504,26,114.03410866751442,2964.8868253553746,Two year,No,Bank transfer,Male,0,No,Yes,Yes
CUST_505,4,114.79757318401607,459.1902927360643,One year,Fiber optic,Mailed check,Male,1,No,Yes,No
CUST_506,63,89.5875787435884,5644.017460846069,One year,No,Mailed check,Female,0,No,Yes,No
CUST_507,65,70.0084629864863,4550.550094121609,One year,DSL,Mailed check,Female,0,No,No,No
CUST_508,54,62.51974523821399,3376.0662428635555,One year,No,Mailed check,Male,0,Yes,Yes,No
CUST_509,51,108.65465145503326,5541.387224206696,Month-to-month,DSL,Mailed check,Male,1,No,No,Yes
CUST_510,11,14.448115880607837,158.9292746866862,One year,No,Credit card,Male,0,No,No,No
CUST_511,37,116.43488261864707,4308.090656889942,Month-to-month,No,Mailed check,Female,0,Yes,Yes,No
CUST_512,62,118.55467570334605,7350.389893607455,One year,Fiber optic,Bank transfer,Female,0,Yes,Yes,No
CUST_513,44,41.909679688468366,1844.0259062926082,One year,DSL,Bank transfer,Male,0,No,Yes,No
CUST_514,63,105.32558316202898,6635.5117392078255,Month-to-month,DSL,Mailed check,Female,1,Yes,Yes,No
CUST_515,49,70.41778152663528,3450.4712948051288,One year,DSL,Electronic check,Female,1,No,No,No
CUST_516,39,108.38430553280858,4226.987915779535,Two year,DSL,Credit card,Female,1,No,Yes,Yes
CUST_517,72,56.94931136561136,4100.3504183240175,Month-to-month,DSL,Electronic check,Female,1,No,No,No
CUST_518,4,59.69348214911088,238.7739285964435,One year,DSL,Credit card,Male,1,Yes,Yes,Yes
CUST_519,16,46.250032896556846,740.0005263449095,One year,Fiber optic,Credit card,Male,0,Yes,Yes,No
CUST_520,22,34.33944520416034,755.4677944915275,One year,No,Credit card,Female,0,No,No,No
CUST_521,44,29.242683072111333,1286.6780551728987,One year,Fiber optic,Credit card,Male,1,No,Yes,No
CUST_522,18,109.07545776461095,1963.358239762997,Two year,Fiber optic,Mailed check,Male,1,Yes,No,No
CUST_523,58,39.89594965345225,2313.96507990023,One year,Fiber optic,Mailed check,Male,1,Yes,Yes,No
CUST_524,12,91.00432732790792,1092.051927934895,One year,DSL,Bank transfer,Male,1,Yes,No,No
CUST_525,19,112.02877279895638,2128.5466831801714,Two year,Fiber optic,Credit card,Female,0,No,No,No
CUST_526,54,23.62996660006349,1276.0181964034284,Two year,No,Bank transfer,Female,0,Yes,No,No
CUST_527,60,52.436552220998756,3146.193133259925,One year,Fiber optic,Electronic check,Female,0,No,Yes,Yes
CUST_528,31,72.59479826654213,2250.438746262806,Month-to-month,No,Electronic check,Male,1,No,No,No
